predictions,labels
7.994309902191162,8.0
8.183877944946289,8.9
9.02782917022705,10.7
8.131256103515625,12.0
8.431288719177246,8.7
9.02937126159668,5.9
8.135415077209473,6.6
8.41367244720459,3.7
8.842039108276367,2.6
8.499405860900879,5.6
8.108975410461426,6.6
7.938885688781738,7.5
8.246123313903809,8.5
8.262463569641113,8.1
8.037033081054688,5.3
8.858443260192871,4.3
8.509564399719238,2.7
7.734620094299316,2.7
8.740900993347168,7.1
7.839203834533691,9.5
8.831453323364258,10.1
8.645916938781738,7.2
8.668229103088379,4.4
9.111971855163574,7.7
8.646328926086426,9.0
8.573988914489746,11.2
8.348906517028809,12.9
8.689193725585938,12.7
8.227124214172363,6.5
8.403186798095703,8.0
8.68725872039795,8.7
8.972443580627441,12.7
9.976913452148438,12.5
9.04731559753418,12.7
9.367142677307129,13.1
9.35007381439209,11.8
9.325182914733887,9.0
8.690688133239746,9.2
8.714282035827637,10.5
8.697884559631348,7.9
8.4656343460083,6.5
8.152199745178223,7.4
8.620468139648438,11.0
8.35015869140625,10.8
8.877168655395508,6.6
8.516186714172363,8.8
8.766905784606934,9.0
9.059722900390625,8.7
9.35297679901123,6.7
9.110668182373047,5.7
9.385499954223633,9.1
8.97274398803711,10.4
9.163717269897461,12.7
9.442309379577637,11.5
9.08740520477295,6.7
8.98709487915039,3.9
9.180338859558105,5.0
8.948871612548828,6.5
9.491846084594727,9.7
12.386415481567383,12.4
10.587814331054688,18.0
10.95374584197998,15.0
10.676226615905762,14.7
10.471358299255371,12.8
9.80571460723877,11.1
9.943265914916992,6.4
9.488615989685059,5.5
9.718382835388184,5.8
10.20697021484375,5.5
9.871376991271973,5.6
9.661091804504395,6.0
9.581656455993652,6.9
9.831745147705078,6.8
10.093993186950684,7.0
10.153060913085938,2.2
10.209216117858887,4.4
10.9468994140625,10.0
10.376720428466797,13.9
9.91722297668457,14.1
9.7216157913208,11.0
9.527911186218262,9.1
9.446551322937012,9.4
9.419492721557617,8.0
9.332104682922363,7.0
9.430895805358887,6.4
10.011022567749023,6.5
9.834728240966797,9.5
9.738319396972656,9.8
8.867636680603027,11.2
9.49280834197998,11.0
9.856560707092285,11.2
9.998393058776855,16.0
10.417040824890137,13.5
10.683579444885254,7.3
10.458556175231934,8.0
9.63318157196045,7.1
9.8172607421875,7.9
10.568387985229492,8.5
10.561558723449707,6.8
9.957138061523438,7.9
9.974470138549805,12.6
10.469585418701172,14.9
10.421564102172852,15.7
10.206685066223145,15.8
9.679149627685547,19.0
9.874149322509766,16.5
9.54268741607666,14.7
9.455900192260742,21.2
9.751296997070312,37.7
9.863048553466797,24.4
9.787825584411621,16.7
8.889528274536133,13.3
9.318595886230469,10.2
10.037687301635742,8.7
9.973782539367676,10.1
10.385785102844238,13.6
10.303471565246582,13.3
10.210320472717285,12.2
9.842901229858398,9.6
9.475435256958008,5.1
9.518009185791016,4.0
9.384943962097168,7.4
9.454937934875488,10.5
9.604188919067383,12.0
9.31010627746582,11.1
9.270342826843262,11.5
8.694581031799316,9.6
8.648191452026367,9.4
9.411345481872559,8.5
9.67997932434082,7.6
9.391127586364746,8.8
8.9656400680542,5.7
8.891229629516602,6.0
8.709168434143066,8.5
8.852498054504395,10.1
8.533246994018555,13.0
9.396482467651367,14.4
8.681377410888672,8.2
9.356690406799316,7.4
9.011148452758789,8.9
8.579434394836426,10.2
8.938316345214844,12.4
9.327394485473633,11.4
9.175580024719238,11.0
8.835352897644043,8.4
8.748054504394531,6.6
9.910608291625977,4.6
9.427750587463379,4.7
8.05038833618164,3.5
9.35811996459961,2.4
9.151256561279297,4.0
8.804648399353027,6.5
9.118950843811035,6.7
9.478248596191406,9.7
9.275408744812012,9.5
9.055887222290039,7.7
8.491040229797363,5.5
8.722485542297363,5.5
9.157437324523926,7.2
8.615432739257812,5.7
8.561731338500977,6.8
8.498247146606445,6.1
8.701591491699219,6.2
9.01008415222168,7.0
10.146845817565918,5.6
10.137012481689453,5.9
9.276694297790527,10.6
8.589682579040527,12.7
9.09468936920166,10.8
8.817879676818848,11.0
8.933398246765137,11.2
8.599998474121094,11.0
9.248974800109863,7.4
8.8661527633667,7.6
8.649250030517578,10.8
9.156853675842285,9.1
8.38320541381836,6.1
9.091976165771484,4.0
9.4205322265625,7.2
9.282546043395996,8.9
9.439465522766113,9.7
8.75283145904541,10.6
8.795828819274902,11.4
7.937622547149658,9.3
8.528218269348145,10.5
7.947981357574463,7.3
7.51331901550293,5.9
8.296991348266602,16.9
8.103580474853516,8.4
7.719673156738281,6.7
8.083450317382812,6.0
8.466794967651367,6.1
7.796935081481934,11.9
7.858531475067139,19.7
8.041156768798828,22.6
7.751592636108398,22.6
7.901438236236572,15.8
6.361106872558594,11.2
8.081204414367676,6.5
8.466506958007812,2.3
9.870219230651855,1.4
8.715514183044434,6.5
8.855905532836914,4.7
8.430451393127441,5.2
7.479161262512207,5.6
6.851492404937744,4.7
7.873419761657715,4.8
7.848852634429932,3.0
7.4728546142578125,3.2
7.955692291259766,5.5
7.588456153869629,4.4
8.06959342956543,1.0
8.359169960021973,2.2
7.833597660064697,6.1
8.345749855041504,6.8
8.838244438171387,6.8
8.387375831604004,5.9
7.567422866821289,7.7
7.23832368850708,12.4
8.006346702575684,8.6
7.873897075653076,7.4
7.058080196380615,9.6
7.71153450012207,7.2
7.520401477813721,4.9
7.5001220703125,6.3
7.485602378845215,6.5
7.400197982788086,6.6
8.593214988708496,9.3
7.900694847106934,9.0
7.7187299728393555,9.4
9.092025756835938,5.7
7.6169610023498535,2.0
7.460597515106201,5.8
6.100255012512207,7.0
7.252996921539307,7.2
6.793266773223877,6.5
